id,judge_chosen,judge_rejected,judge_chosen_input_at_limit,judge_rejected_input_at_limit,judge_reference_correct,judge_reference_tie
test:874,0.05121135711669922,0.043307073414325714,0.0,0.0,1.0,0.0
test:879,0.020371560007333755,0.02756805159151554,0.0,0.0,0.0,0.0
test:888,0.026331555098295212,0.023746054619550705,0.0,0.0,1.0,0.0
test:896,0.04505109041929245,0.07029420137405396,0.0,0.0,0.0,0.0
test:897,0.03125502169132233,0.03049316257238388,0.0,0.0,1.0,0.0
test:9,0.08137275278568268,0.06592001020908356,0.0,0.0,1.0,0.0
test:903,0.026822740212082863,0.03154570981860161,0.0,0.0,0.0,0.0
test:908,0.046585507690906525,-0.02191799320280552,0.0,0.0,1.0,0.0
test:91,0.04608168452978134,0.061679743230342865,0.0,0.0,0.0,0.0
test:911,0.05438019707798958,0.035656969994306564,0.0,0.0,1.0,0.0
test:913,0.016749488189816475,0.016704345121979713,0.0,0.0,1.0,0.0
test:914,0.059278231114149094,-0.009016105905175209,0.0,0.0,1.0,0.0
test:92,0.03312715142965317,0.02073904685676098,0.0,0.0,1.0,0.0
test:923,0.02447693422436714,0.021411534398794174,0.0,0.0,1.0,0.0
test:940,0.046407997608184814,0.03615972399711609,0.0,0.0,1.0,0.0
test:941,0.02343733049929142,0.05888930708169937,0.0,0.0,0.0,0.0
test:963,0.06303268671035767,0.025236312299966812,0.0,0.0,1.0,0.0
test:979,0.025272274389863014,0.03481375798583031,0.0,0.0,0.0,0.0
test:991,0.030911728739738464,0.03192680701613426,0.0,0.0,0.0,0.0
test:993,0.03171151876449585,0.016666028648614883,0.0,0.0,1.0,0.0
test:997,0.039102423936128616,0.0182343702763319,0.0,0.0,1.0,0.0
test:999,0.03660110756754875,0.01995086297392845,0.0,0.0,1.0,0.0
